Mozambique,MOZ,,,,,,0.003,0.012,0.02,0.056,0.11,0.16,0.26,0.42,0.679,0.854,0.843,0.91,1.56,2.68,4.17,4.3,4.849,5.4,5.94
Mauritania,MRT,,,,,,,0.004,0.041,0.118,0.192,0.261,0.363,0.424,0.481,0.67,0.98,1.434,1.87,2.28,4,4.5,5,6.2,10.7
Mauritius,MUS,,,,,,0.184,0.476,2.565,4.652,7.282,8.781,10.253,12.187,13.689,15.172,16.7,20.22,21.81,22.51,28.33,34.95,35.42,39,41.44
Malawi,MWI,,,,,,,0.005,0.018,0.087,0.127,0.164,0.215,0.279,0.348,0.384,0.425,0.966,0.7,1.07,2.26,3.33,4.351,5.05,5.83
Malaysia,MYS,,0.001,0.026,0.1,0.146,0.852,2.307,6.752,12.306,21.385,26.696,32.338,34.971,42.252,48.629,51.638,55.7,55.8,55.9,56.3,61,65.8,66.97,67.5
North America,NAC,1.105,1.645,2.165,4.618,8.737,15.469,20.975,29.586,35.882,43.879,50.162,59.057,61.94,64.874,68.328,69.27,74.824,74.267,71.917,72.54,71.043,79.668,84.36,87.338
Namibia,NAM,,,,,0.006,0.009,0.059,0.287,0.336,1.645,2.417,2.634,3.36,3.805,4.01,4.399,4.836,5.329,6.5,11.6,12,12.941,13.9,14.84
New Caledonia,NCL,,,,,0.005,0.253,0.989,1.936,5.688,13.94,18.237,22.39,26.408,30.298,32.359,33.516,35.05,34.51,33.99,42,50,58,66,70
Niger,NER,,,,,,0.001,0.002,0.003,0.028,0.036,0.105,0.127,0.156,0.19,0.221,0.294,0.39,0.7,0.76,0.83,1.3,1.408,1.7,1.95
Nigeria,NGA,,,,,,0.009,0.017,0.025,0.041,0.064,0.09,0.32,0.559,1.286,3.549,5.545,6.77,15.86,20,24,28.43,32.8,38,42.68
Nicaragua,NIC,,,,0.013,0.03,0.084,0.206,0.304,0.498,0.98,1.449,1.715,1.88,2.321,2.566,2.806,3.9,5.3,7.3,10,10.6,13.5,15.5,17.6
Netherlands,NLD,0.531,1.32,1.967,3.257,6.473,9.649,14.066,22.244,39.176,43.984,49.373,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.42,92.86,93.956,93.17
High income: nonOECD,NOC,,0.051,0.103,0.206,0.325,0.677,1.504,2.662,4.31,6.593,8.917,11.493,15.145,18.898,21.546,25.259,31.417,34.484,38.027,47.439,52.577,62.421,66.956,69.899
Norway,NOR,1.407,2.216,2.784,4.152,6.423,18.25,20.418,22.56,40,52,64,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.49,94.65,95.053,96.3
Nepal,NPL,0,0,0,0,0.001,0.005,0.022,0.064,0.147,0.205,0.24,0.313,0.383,0.45,0.827,1.141,1.41,1.73,1.97,7.93,9,11.149,13.3,15.44
New Zealand,NZL,,0.286,0.631,3.169,4.884,8.042,14.602,31.636,41.494,47.38,53.241,59.081,60.963,61.848,62.72,69,69.76,72.03,79.7,80.46,81.23,82,82.78,85.5
High income: OECD,OEC,0.475,0.731,1.016,2.051,3.87,7.079,11.051,16.533,23.816,31.871,38.067,46.79,51.586,56.986,60.743,63.229,68.63,70.579,71.627,73.623,73.852,77.77,81.52,83.846
OECD members,OED,0.433,0.668,0.882,1.777,3.348,6.12,9.575,14.332,20.692,27.928,33.451,41.564,45.758,50.552,54.162,56.613,61.881,63.914,65.319,67.619,68.551,72.197,75.751,78.051
Oman,OMN,,,,,,0,0.44,0.863,2.516,3.52,5.894,6.873,7.256,6.759,6.684,8.3,16.68,20,26.8,35.828,48,60,66.45,70.22
Other small states,OSS,,,,,,0.067,0.132,0.427,0.797,1.651,2.13,2.537,3.276,4.704,4.978,5.687,6.546,7.509,8.156,10.47,12.511,14.508,16.324,18.393
Pakistan,PAK,,,,,0,0.003,0.028,0.044,0.055,,1.319,2.577,5.041,6.164,6.332,6.5,6.8,7,7.5,8,9,9.96,10.9,13.8
Panama,PAN,,,,0.008,0.056,0.22,0.539,2.751,3.837,6.555,7.268,8.518,9.987,11.141,11.484,17.35,22.29,33.82,39.08,40.1,42.7,40.302,44.03,44.92
Peru,PER,,,,0.009,0.033,0.246,0.403,1.19,1.952,3.076,7.579,8.967,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2
Philippines,PHL,,,,0.006,0.029,0.056,0.137,1.103,1.432,1.982,2.524,4.332,4.858,5.244,5.398,5.741,5.97,6.22,9,25,29,36.235,37,39.69
Palau,PLW,,,,,,,,,,,,20.244,21.602,26.97,,,,,,,,,,
Papua New Guinea,PNG,,,,,,0.002,0.101,0.235,0.667,0.835,0.904,1.322,1.374,1.508,1.716,1.754,1.791,1.15,1.61,1.28,2,3.5,6.5,9.38
Poland,POL,0.005,0.052,0.13,0.389,0.648,1.295,2.073,4.102,5.456,7.285,9.901,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.95,62.31,62.849,66.6
Puerto Rico,PRI,,,,0.027,0.135,0.268,1.332,2.648,5.266,10.475,15.63,17.548,19.707,22.131,23.4,25.442,27.86,38,41.5,45.3,48,69,73.9,78.78
"Korea, Dem. Rep.",PRK,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Portugal,PRT,0.1,0.25,0.45,0.719,1.494,2.981,4.953,9.87,14.742,16.43,18.087,19.37,29.67,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.25,60.34,62.096,64.59
Paraguay,PRY,,,,,,0.02,0.1,0.195,0.382,0.748,1.099,1.795,2.112,3.452,7.907,7.962,11.21,14.27,18.9,19.8,24.764,29.34,36.9,43
Pacific island small states,PSS,,,,,0.022,0.131,0.285,0.612,0.871,1.458,1.855,3.996,4.548,5.174,5.583,6.498,7.398,8.697,10.878,12.987,17.508,20.903,22.925,26.633
French Polynesia,PYF,,,,,,0.091,0.214,1.316,3.449,6.357,6.252,8.2,14.124,17.885,21.542,25.108,28.59,33.87,44.6,49,49,52.877,56.8,60.68
Qatar,QAT,,,,,0.19,0.93,3.084,3.52,4.071,4.864,6.17,10.226,19.242,20.702,24.733,28.974,37,44.3,53.1,69,69,69.3,85.3,91.49
Romania,ROU,,,0.004,0.026,0.075,0.222,0.445,2.238,2.698,3.614,4.539,6.58,8.9,15,21.5,24.66,28.3,32.42,36.6,39.93,40.01,45.88,49.765,54.08
Russian Federation,RUS,,0.001,0.013,0.054,0.148,0.27,0.473,0.813,1.019,1.977,2.944,4.128,8.299,12.859,15.227,18.023,24.66,26.83,29,43,49,63.8,67.97,70.52
Rwanda,RWA,,,,,,0.001,0.002,0.012,0.067,0.063,0.241,0.293,0.357,0.431,0.556,,2.115,4.5,7.7,8,7,8.024,9,10.6
South Asia,SAS,,0,0,0.001,0.022,0.041,0.06,0.117,0.226,0.474,0.664,1.463,1.843,2.184,2.547,2.983,3.973,4.417,5.157,7.207,9.396,11.516,13.75,16.61
Saudi Arabia,SAU,,,,,0.011,0.027,0.052,0.101,0.494,2.211,4.681,6.385,8.002,10.235,12.705,19.46,30,36,38,41,47.5,54,60.5,63.7
Sudan,SDN,,,,0,0,0,0.001,0.005,0.009,0.026,0.14,0.439,0.538,0.792,1.292,,8.66,,,16.7,17.304,21,22.7,24.64
Senegal,SEN,,,,,0.001,0.011,0.027,0.08,0.311,0.404,0.984,1.006,2.101,4.386,4.787,5.612,6.89,7.12,7.5,8,9.8,10.8,13.1,17.7
Singapore,SGP,0.162,0.471,0.763,1.185,2.873,8.35,13.472,19.591,24.155,36,41.67,47,53.838,62,61,59,69.9,69,69,71,71,72,81,82
Solomon Islands,SLB,,,,,0.025,0.269,0.392,0.508,0.495,0.481,0.469,0.502,0.556,0.65,0.844,1.646,2,3,4,5,6,6.997,8,9
Sierra Leone,SLE,,,0,0,0,0.003,0.005,0.015,0.048,0.118,0.16,0.176,0.19,0.203,0.215,0.228,0.24,0.25,0.26,0.58,0.9,1.3,1.7,2.1
El Salvador,SLV,,,,,,0.086,0.257,0.425,0.845,1.177,1.5,1.9,2.5,3.2,4.2,5.5,6.11,10.08,12.11,15.9,18.9,20.321,23.109,29.7
San Marino,SMR,,,,,1.362,1.428,1.419,1.409,42.803,48.799,50.342,50.835,50.003,50.566,50.26,50.209,50.365,54.52,54.21,,49.6,,,
Somalia,SOM,,,,,0,0.002,0.003,0.007,0.014,0.02,0.079,0.116,0.376,1.053,1.077,1.1,1.122,1.143,1.161,,1.25,1.377,1.5,1.63
Serbia,SRB,,,,,,,,,,,,,,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,51.5,53.5
Sub-Saharan Africa (developing only),SSA,,,,,,0.069,0.129,0.234,0.359,0.501,0.641,0.88,1.19,1.581,2.138,3.064,3.827,5.81,7.133,10.016,12.479,14.57,16.871,19.218
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,7,,,14.1,15.9
Sub-Saharan Africa (all income levels),SSF,,,,,,0.069,0.129,0.234,0.36,0.501,0.642,0.881,1.191,1.583,2.14,3.066,3.829,5.81,7.129,10.016,12.482,14.573,16.874,19.221
Small states,SST,,,,,,0.239,0.371,0.882,1.527,2.55,3.78,4.901,6.21,7.694,8.388,9.587,11.11,12.634,14.265,16.889,20.254,21.957,24.026,26.38
Sao Tome and Principe,STP,,,,,,,,0.296,0.363,4.639,6.311,7.581,10.162,13.323,13.759,14.182,14.59,15.48,16.41,18.75,20.161,21.572,23,24.41
Suriname,SUR,,,,,0.115,0.226,1.003,1.67,1.892,2.506,3.064,4.162,4.72,6.076,6.403,9.5,14.11,21.06,31.36,31.59,32,34.681,37.4,40.08
Slovak Republic,SVK,,,0.128,0.319,0.523,0.783,1.173,2.69,5.438,9.427,12.528,40.14,43.04,52.89,55.19,56.08,61.8,66.05,70,75.71,74.44,76.71,77.883,79.98
Slovenia,SVN,,,0.41,1.072,2.899,5.072,7.592,10.105,12.611,15.11,30.176,27.839,31.855,40.81,46.81,54.01,56.74,58,64,70,67.34,68.35,72.676,71.59
Sweden,SWE,1.161,1.498,1.716,3.413,5.098,9.044,23.728,33.468,41.433,45.688,51.766,70.57,79.13,83.89,84.83,87.76,82.01,90,91,90,92.77,93.18,94.784,92.52
Swaziland,SWZ,,,,,0.001,0.05,0.089,0.096,0.471,0.926,1.282,1.816,2.437,3.229,3.697,3.697,4.1,6.85,8.94,11.04,18.13,20.782,24.7,27.1
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,,,,,,0.651,1.283,2.526,6.229,7.396,11.015,14.304,14.593,24.272,25.413,34.952,38.38,40.44,,41,43.164,47.076,50.4,54.26
Syrian Arab Republic,SYR,0,0,0,0,0,0,0.033,0.064,0.124,0.182,0.354,2.093,3.398,4.322,5.648,7.833,11.5,14,17.3,20.7,22.5,24.3,26.2,28.09
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,,,,,,,0.001,0.004,0.012,0.036,0.046,0.166,0.32,0.361,0.399,0.581,0.847,1.19,1.5,1.7,1.9,2.1,2.3,2.5
Togo,TGO,0,0,0,0,0,0.011,0.211,0.306,0.59,0.8,0.9,1,1.2,1.5,1.8,2,2.2,2.4,2.6,3,3.5,4,4.5,5.7
Thailand,THA,0,0,0.014,0.039,0.075,0.115,0.361,1.091,2.426,3.689,5.556,7.531,9.299,10.677,15.026,17.161,20.03,18.2,20.1,22.4,23.67,26.46,28.94,34.89
Tajikistan,TJK,,,,,,,,,0.033,0.049,0.051,0.055,0.065,0.077,0.299,3.772,7.198,8.78,10.07,11.55,13.03,14.51,16,17.49
Turkmenistan,TKM,,,,,,,,,0.045,0.133,0.175,0.302,0.425,0.754,0.997,1.32,1.406,1.75,1.95,3,5,7.196,9.6,12.2
Timor-Leste,TLS,,,,,,,,,,,,0,,,0.099,0.117,0.141,0.164,0.185,0.21,0.9,0.915,1.1,1.14
Tonga,TON,,,,,0.123,0.164,0.511,0.765,1.018,2.434,2.825,2.907,2.986,3.952,4.908,5.854,7.18,8.111,10,16,25,33,35,40
Trinidad and Tobago,TTO,,,,,0.158,0.393,1.173,2.725,5.814,7.721,15.385,21.999,25.972,27.024,28.977,30.004,32.3,34.8,44.3,48.5,55.2,59.516,63.8,65.1
Tunisia,TUN,,,,0.007,0.011,0.028,0.044,0.108,1.602,2.751,4.298,5.253,6.491,8.529,9.655,12.986,17.1,27.53,34.07,36.8,39.1,41.442,43.8,46.16
Turkey,TUR,,,0.008,0.05,0.082,0.193,0.474,0.699,2.292,3.762,5.189,11.38,12.33,14.58,15.46,18.24,28.63,34.37,36.4,39.82,43.066,45.13,46.25,51.04
Tuvalu,TUV,,,,,,,,,,5.242,,,,,,,10,15,20,25,30,35,37,
"Taiwan, China",TWN,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,,,,,,0.002,0.008,0.009,0.075,0.117,0.171,0.222,0.677,0.878,1.1,1.3,1.6,1.9,2.4,2.9,3.2,3.95,4.4,4.86
Uganda,UGA,,,,,0.003,0.005,0.01,0.065,0.106,0.164,0.238,0.384,0.465,0.72,1.742,2.529,3.672,7.9,9.78,12.5,13.014,14.69,16.2,17.71
Ukraine,UKR,,,0.001,0.014,0.043,0.099,0.199,0.301,0.405,0.716,1.239,1.874,3.148,3.489,3.75,4.506,6.55,11,17.9,23.3,28.708,35.27,41,43.4
Upper middle income,UMC,,,0.008,0.018,0.045,0.111,0.24,0.58,1.239,2.456,3.527,5.99,7.73,9.554,11.085,13.56,18.05,22.99,28.103,32.805,36.946,40.786,44.068,47.721
Uruguay,URY,,,,0.062,0.31,1.847,3.363,6.987,9.973,10.539,11.121,11.419,15.937,17.063,20.088,29.4,34,39.3,41.8,46.4,51.405,54.454,57.69,61.46
United States,USA,1.163,1.724,2.272,4.863,9.237,16.419,21.616,30.093,35.849,43.079,49.081,58.785,61.697,64.758,67.968,68.931,75,74,71,71.69,69.729,79.3,84.2,87.36
Uzbekistan,UZB,,,,,0.002,0.004,0.011,0.021,0.031,0.484,0.598,1.082,1.913,2.594,3.344,6.388,7.491,9.08,17.058,20,30.2,36.521,38.2,43.55
St. Vincent and the Grenadines,VCT,,,,,0.129,0.483,0.926,1.854,2.782,3.245,5.095,5.55,6.462,7.371,9.198,12,16,21,31,38.5,43.01,47.52,52,56.48
"Venezuela, RB",VEN,,0.012,0.042,0.055,0.122,0.248,0.391,1.384,2.84,3.36,4.636,4.91,7.5,8.404,12.553,15.225,20.83,25.88,32.7,37.37,40.22,49.05,54.9,57
Virgin Islands (U.S.),VIR,,,,0.941,2.802,4.647,6.948,9.245,11.075,13.815,18.376,27.494,27.429,27.377,27.344,27.333,27.339,27.362,27.397,31.22,35.6,40.548,45.3,50.07
Vietnam,VNM,,,,,,0,0.004,0.013,0.129,0.254,1.266,1.855,3.78,7.642,12.74,17.255,20.755,23.92,26.55,30.65,35.07,39.49,43.9,48.31
Vanuatu,VUT,,,,,,0.057,0.14,0.274,0.538,2.108,2.831,3.51,3.903,4.747,5.082,5.851,6.8,7.269,7.5,8,9.2,10.598,11.3,18.8
West Bank and Gaza,PSE,,,,,,,,,,1.111,1.837,3.1,4.131,4.401,16.005,18.41,21.176,24.358,32.23,37.4,41.08,43.4,46.6,53.67
World,WLD,,,0.254,0.45,0.782,1.334,2.053,3.157,4.654,6.77,8.096,10.586,12.285,14.182,15.8,17.619,20.552,23.287,25.8,29.196,31.824,35.15,37.991,40.689
Samoa,WSM,,,,,,,0.175,0.23,0.285,0.566,1.69,2.245,2.8,3.076,3.353,4.469,4.75,5.032,6,7,11,12.922,15.3,21.2
"Yemen, Rep.",YEM,,,,,,0.001,0.015,0.023,0.057,0.083,0.091,0.519,0.605,0.881,1.049,1.248,5.01,6.89,9.96,12.35,14.905,17.447,20,22.55
South Africa,ZAF,0.013,0.039,0.114,0.247,0.677,0.842,1.632,2.906,4.116,5.349,6.347,6.71,7.008,8.425,7.489,7.607,8.065,8.43,10,24,33.97,41,46.5,49
"Congo, Dem. Rep.",COD,,,,,,0,0,0,0.001,0.006,0.011,0.093,0.135,0.196,0.238,0.296,0.37,0.44,0.56,0.72,1.2,1.68,2.2,3
Zambia,ZMB,,,,0.007,0.009,0.009,0.009,0.03,0.147,0.191,0.233,0.478,0.98,2.014,2.852,4.16,4.87,5.55,6.31,10,11.5,13.468,15.4,17.34
Zimbabwe,ZWE,,,,0.002,0.008,0.017,0.033,0.082,0.162,0.401,0.8,3.994,6.395,6.564,8.016,9.792,10.85,11.4,11.36,11.5,15.7,17.09,18.5,19.89
